Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Ace of Spades,347366834,"""6917529414113011936""",,Exotic,Hand Cannon,,Kinetic,Kinetic,1100,,,10,Vault,true,false,2,4,,100,70,84,86,0,0,55,140,48,13,55,0,0,0,,Memento Mori*,Corkscrew Rifling*,High-Caliber Rounds*,Firefly*,Smooth Grip*,Last Hand*,Tracker Disabled,Kill Tracker,Crucible Tracker*,Ace of Spades Catalyst*,,,,,,
Shattered Cipher,2434225986,"""6917529403901061830""",,Legendary,Machine Gun,seasonpass,Power,Void,1310,,Reload Speed,4,Vault,true,false,4,14,,45,64,25,32,0,0,44,900,72,89,44,0,0,0,,Rapid-Fire Frame*,Corkscrew Rifling*,Polygonal Rifling,Appended Mag*,Steady Rounds,Field Prep*,Rampage*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Arctic Haze,20935540,"""6917529340781370949""",,Legendary,Auto Rifle,europa,Energy,Solar,1307,,Reload Speed,1,Vault,true,false,4,12,,52,75,18,41,0,0,53,720,54,51,39,0,0,0,,Rapid-Fire Frame*,Chambered Compensator,Extended Barrel*,Steady Rounds,Alloy Magazine*,Outlaw*,Dragonfly*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
THE SWARM,47772649,"""6917529342758770461""",,Legendary,Machine Gun,nightfall,Power,Arc,1310,,Reload Speed,3,Vault,true,false,4,13,,89,39,70,81,0,0,49,360,47,47,37,0,0,0,,High-Impact Frame*,Chambered Compensator*,Extended Barrel,Accurized Rounds*,Steady Rounds,Outlaw*,One for All*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Berenger's Memory,407621213,"""6917529202162845685""",,Legendary,Grenade Launcher,contact,Power,Void,1250,,Velocity,10,Vault,true,false,3,11,,70,30,0,0,12,76,32,150,29,5,24,0,0,0,,Rapid-Fire Frame*,Confined Launch,Hard Launch*,Spike Grenades*,High-Velocity Rounds,Pulse Monitor*,Disruption Break*,Rampage,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Hawkmoon,3856705927,"""6917529254456958046""",,Exotic,Hand Cannon,dungeon,Kinetic,Kinetic,1260,,Magazine,10,Vault,true,false,4,12,,96,93,78,70,0,0,58,140,63,9,78,0,0,0,,Paracausal Shot*,Full Bore*,Alloy Magazine*,Rangefinder*,Polymer Grip*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Hawkmoon Catalyst*,,,,,,,
Igneous Hammer,2351180975,"""6917529414160115229""",,Legendary,Hand Cannon,trials,Energy,Solar,1320,,Reload Speed,10,Vault,true,false,4,13,,100,69,92,82,0,0,50,120,46,9,34,0,0,0,,Aggressive Frame*,Extended Barrel*,Polygonal Rifling,Appended Mag,Ricochet Rounds*,Subsistence*,Rampage*,Midnight Talons*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Blast Furnace,3843477312,"""6917529130369780823""",,Legendary,Pulse Rifle,blackarmory,Kinetic,Kinetic,1100,1060,Handling,10,Vault,true,false,2,5,,65,42,35,92,0,0,68,450,42,39,52,0,0,0,,Aggressive Burst*,Rasmussen ISA*,Meyrin RDL,Accurized Rounds*,Drop Mag,Feeding Frenzy*,Kill Clip*,New Age Black Armory*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,Base Radiance*,,
Corrective Measure (Timelost),3796510434,"""6917529413964551169""",,Legendary,Machine Gun,vog,Power,Void,1310,,Stability,2,Vault,true,false,4,14,,85,72,41,61,0,0,72,450,58,64,51,0,0,0,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Tactical Mag*,Extended Mag,Demolitionist*,Dynamic Sway Reduction,One for All*,Firefly,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Null Composure,1644680957,"""6917529353952898836""",,Legendary,Fusion Rifle,gunsmith,Energy,Void,1311,,Range,10,Vault,true,false,4,14,,55,38,55,54,0,0,46,0,53,8,74,540,0,0,,Rapid-Fire Frame*,Fluted Barrel*,Projection Fuse*,Feeding Frenzy*,Heating Up,Reservoir Burst*,High-Impact Reserves,Boss Spec*,Masterwork*,Smith's Touchmark*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Waking Vigil,334171687,"""6917529405778282894""",,Legendary,Hand Cannon,dreaming,Energy,Arc,1310,,Reload Speed,2,Vault,true,false,4,13,,98,90,84,42,0,0,49,140,62,12,80,0,0,0,,Adaptive Frame*,Fastdraw HCS*,HitMark HCS,Armor-Piercing Rounds*,High-Caliber Rounds,Outlaw*,Dragonfly*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Trophy Hunter,4166221755,"""6917529162069625578""",,Legendary,Sniper Rifle,seasonpass,Energy,Void,1100,1260,Reload Speed,2,Vault,true,false,3,9,,80,46,90,94,0,0,25,72,56,4,26,0,0,0,,Aggressive Frame*,Chambered Compensator,Full Bore*,Accurized Rounds,Flared Magwell*,Triple Tap*,Vorpal Weapon*,Backup Mag*,Tier 2 Weapon*,Zaroff's Prized Longbore*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Frozen Orbit,3473290087,"""6917529379023983474""",,Legendary,Sniper Rifle,crucible,Energy,Void,1310,,Handling,2,Vault,true,false,4,13,,75,48,90,97,0,0,25,72,37,3,25,0,0,0,,Aggressive Frame*,Fluted Barrel,Full Bore*,Accurized Rounds*,Tactical Mag,Killing Wind*,Snapshot Sights*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Omniscient Eye,3454326177,"""6917529117145311315""",,Legendary,Sniper Rifle,garden,Energy,Solar,1100,,Reload Speed,3,Vault,true,false,3,11,,55,72,55,52,0,0,47,140,78,5,73,0,0,0,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Steady Rounds,Flared Magwell*,Outlaw*,Snapshot Sights*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Eternity's Edge,2782325301,"""6917529353959582857""",,Legendary,Sword,legendaryengram,Power,Solar,1308,,Impact,1,Vault,true,false,4,14,,0,0,64,0,0,0,0,0,0,58,0,0,0,0,,Vortex Frame*,Enduring Blade,Honed Edge,Jagged Edge*,Infinite Guard*,Energy Transfer*,Flash Counter*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Apostate,2164448701,"""6917529405760561267""",,Legendary,Sniper Rifle,moon,Energy,Arc,1310,,Stability,2,Vault,true,false,4,13,,59,73,55,51,0,0,49,140,47,7,60,0,0,0,,Rapid-Fire Frame*,Arrowhead Brake,Extended Barrel*,Extended Mag*,Alloy Magazine,Lead from Gold*,Kill Clip*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Seventh Seraph VY-7,766323545,"""6917529200115856899""",,Legendary,Submachine Gun,seasonpass,Energy,Arc,1310,,Handling,10,Vault,true,false,3,10,,91,57,25,72,0,0,43,600,36,28,32,0,0,0,,Precision Frame*,Corkscrew Rifling,Full Bore*,Tactical Mag*,Steady Rounds,Ambitious Assassin*,Dragonfly*,Feeding Frenzy,Bloody Tooth*,Dragonfly Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Beloved,4190932264,"""6917529202237893917""",,Legendary,Sniper Rifle,dcv,Energy,Solar,1100,1060,Range,10,Vault,true,false,2,7,,100,68,70,64,0,0,56,90,53,4,61,0,0,0,,Adaptive Frame*,Arrowhead Brake*,Chambered Compensator,Tactical Mag*,Extended Mag,Snapshot Sights*,Quickdraw*,Golden Trace*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
The Palindrome,432476743,"""6917529339976809329""",,Legendary,Hand Cannon,nightfall,Energy,Void,1304,,Stability,2,Vault,true,false,4,13,,98,79,84,60,0,0,73,140,61,11,60,0,0,0,,Adaptive Frame*,Corkscrew Rifling*,Smallbore,Flared Magwell*,Light Mag,Subsistence*,One for All*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
PLUG ONE.1,1289000550,"""6917529385427491801""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1320,,Stability,1,Vault,true,false,4,14,,75,66,75,62,0,0,60,0,38,7,56,700,0,0,,Precision Frame*,Arrowhead Brake,Fluted Barrel*,Accelerated Coils*,Projection Fuse,Heating Up*,Reservoir Burst*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Tyranny of Heaven,2721249463,"""6917529202558675839""",,Legendary,Combat Bow,lastwish,Energy,Solar,1300,,"Draw Time, Charge Time",10,Vault,true,false,3,11,,54,74,68,0,0,0,63,0,28,0,61,0,540,52,,Lightweight Frame*,Flexible String*,Straight Fletching*,Sneak Bow*,Dragonfly*,Dreaming Spectrum*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,,
Berenger's Memory,407621213,"""6917529340138148475""",,Legendary,Grenade Launcher,contact,Power,Void,1300,,Velocity,2,Vault,false,false,3,11,,70,30,0,0,18,60,45,150,29,5,24,0,0,0,,Rapid-Fire Frame*,Linear Compensator*,Smart Drift Control,Spike Grenades*,High-Explosive Ordnance,Clown Cartridge*,Rampage*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Gnawing Hunger,821154603,"""6917529405947937054""",,Legendary,Auto Rifle,gambitprime,Energy,Void,1320,,Range,1,Vault,true,false,3,11,,54,65,21,69,0,0,55,600,61,43,67,0,0,0,,Adaptive Frame*,Chambered Compensator,Smallbore*,Accurized Rounds*,Steady Rounds,Subsistence*,Multikill Clip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Steady Hand,2220884262,"""6917529382130228869""",,Legendary,Hand Cannon,ironbanner,Kinetic,Kinetic,1310,,Range,1,Vault,true,false,4,12,,85,70,92,76,0,0,28,120,37,8,24,0,0,0,,Aggressive Frame*,TrueSight HCS,Crossfire HCS*,Extended Mag,Light Mag*,Slideshot*,Swashbuckler*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Hung Jury SR4,4281371574,"""6917529365360079522""",,Legendary,Scout Rifle,nightfall,Kinetic,Kinetic,1319,,Stability,10,Vault,true,false,4,14,,75,67,62,77,0,0,60,180,51,16,50,0,0,0,,Precision Frame*,Full Bore*,Smallbore,Accurized Rounds*,Alloy Magazine,Rapid Hit*,Firefly*,Carbon Blood*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Occluded Finality,852551895,"""6917529359651414891""",,Legendary,Sniper Rifle,ironbanner,Energy,Arc,1310,,Range,1,Vault,true,false,4,14,,77,47,90,87,0,0,50,72,41,3,42,0,0,0,,Aggressive Frame*,Corkscrew Rifling*,Smallbore,Armor-Piercing Rounds,Ricochet Rounds*,Snapshot Sights*,Opening Shot*,Icarus Grip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Retold Tale,346136302,"""6917529388218973793""",,Legendary,Shotgun,dreaming,Energy,Void,1310,,Handling,1,Vault,true,false,4,13,,64,75,70,78,0,0,55,65,56,7,28,0,0,0,,Precision Frame*,Rifled Barrel*,Smallbore,Appended Mag,Tactical Mag*,Lead from Gold*,One-Two Punch*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Distant Tumulus,2807687156,"""6917529210676041882""",,Legendary,Sniper Rifle,legendaryengram,Energy,Solar,1320,,Reload Speed,10,Vault,true,false,3,10,,52,72,55,45,0,0,42,140,79,7,67,0,0,0,,Rapid-Fire Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Tactical Mag*,Flared Magwell,Clown Cartridge*,Firing Line*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Riskrunner,3089417789,"""6917529106769944786""",,Exotic,Submachine Gun,,Energy,Arc,1320,,Range,10,Vault,true,false,1,1,,100,50,20,82,0,0,60,900,24,41,74,0,0,0,,Arc Conductor*,Arrowhead Brake*,Extended Mag*,Superconductor*,Short-Action Stock*,Third Rail*,Riskrunner Catalyst*,,,,,,,,,
Gridskipper,1621558458,"""6917529352859689890""",,Legendary,Pulse Rifle,servitor,Energy,Void,1309,,Reload Speed,2,Vault,true,false,4,14,,55,80,23,58,0,0,52,540,43,35,30,0,0,0,,Rapid-Fire Frame*,Chambered Compensator,Full Bore*,High-Caliber Rounds,Ricochet Rounds*,Moving Target*,Frenzy*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Chaperone,3413860062,"""6917529359705042365""",,Exotic,Shotgun,,Kinetic,Kinetic,1320,,,,Vault,true,false,2,4,,50,70,75,100,0,0,37,70,37,6,82,0,0,0,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,The Panama Ravine*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,
Compass Rose,2591111628,"""6917529407730448159""",,Legendary,Shotgun,events,Energy,Solar,1310,,Handling,5,Vault,true,false,4,14,Solstice of Heroes,75,73,70,72,0,0,67,70,53,5,46,0,0,0,,Precision Frame*,Smallbore*,Corkscrew Rifling,Assault Mag*,Tactical Mag,Quickdraw*,Snapshot Sights*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Long Shadow,3745990145,"""6917529202093355795""",,Legendary,Sniper Rifle,strikes,Kinetic,Kinetic,1260,,Handling,10,Vault,true,false,3,11,,47,59,70,58,0,0,48,90,46,5,60,0,0,0,,Adaptive Frame*,ATD Raptor*,ATC Rex,Drop Mag,Appended Mag*,Field Prep*,Triple Tap*,Vitrified Duality*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Every Waking Moment,4277547616,"""6917529405218183068""",,Legendary,Submachine Gun,moon,Energy,Void,1310,,Range,5,Vault,true,false,4,14,,91,56,25,65,0,0,50,600,26,28,30,0,0,0,,Precision Frame*,Polygonal Rifling,Smallbore*,Appended Mag*,High-Caliber Rounds,Ambitious Assassin*,Adrenaline Junkie*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
True Prophecy,2742838700,"""6917529206146722738""",,Legendary,Hand Cannon,legendaryengram,Kinetic,Kinetic,1320,,Handling,10,Vault,true,false,3,10,,93,67,92,68,0,0,25,120,30,11,42,0,0,0,,Aggressive Frame*,SteadyHand HCS,Crossfire HCS*,Drop Mag,Appended Mag*,Overflow*,Explosive Payload*,Carbon Blood*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Tranquility,1645386487,"""6917529405610433062""",,Legendary,Sniper Rifle,moon,Kinetic,Kinetic,1310,,Stability,1,Vault,true,false,4,14,,82,61,70,61,0,0,67,90,96,4,97,0,0,0,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Tactical Mag*,Alloy Magazine,Lead from Gold*,Elemental Capacitor*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Palindrome,432476743,"""6917529339888171548""",,Legendary,Hand Cannon,nightfall,Energy,Void,1310,,Range,10,Vault,true,false,4,13,,98,79,84,82,0,0,62,140,48,11,50,0,0,0,,Adaptive Frame*,Chambered Compensator,Full Bore*,Extended Mag,Ricochet Rounds*,Subsistence*,Rampage*,Rampage Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,
One Small Step,1016668089,"""6917529405616735338""",,Legendary,Shotgun,moon,Kinetic,Kinetic,1310,,Handling,1,Vault,true,false,4,14,,60,68,65,42,0,0,42,140,29,8,33,0,0,0,,Rapid-Fire Frame*,Rifled Barrel*,Barrel Shroud,Tactical Mag*,Steady Rounds,Dual Loader*,Trench Barrel*,Major Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
True Prophecy,2742838700,"""6917529195375179674""",,Legendary,Hand Cannon,legendaryengram,Kinetic,Kinetic,1310,,Range,10,Vault,true,false,3,10,,93,67,92,85,0,0,30,120,30,9,37,0,0,0,,Aggressive Frame*,TrueSight HCS,HitMark HCS*,Accurized Rounds*,Extended Mag,Rangefinder*,Rampage*,Monochromatic*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Loud Lullaby,3924212056,"""6917529405616734065""",,Legendary,Hand Cannon,moon,Kinetic,Kinetic,1310,,Stability,4,Vault,true,false,4,14,,100,60,92,67,0,0,33,120,40,9,23,0,0,0,,Aggressive Frame*,Extended Barrel*,Fluted Barrel,Tactical Mag*,Extended Mag,Slideshot*,Frenzy*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Praedyth's Revenge,3653573172,"""6917529380795319183""",,Legendary,Sniper Rifle,vog,Kinetic,Kinetic,1320,,Reload Speed,3,Vault,true,false,4,14,,65,78,55,50,0,0,50,140,78,7,64,0,0,0,,Rapid-Fire Frame*,Arrowhead Brake,Extended Barrel*,Tactical Mag*,Steady Rounds,Rewind Rounds*,Frenzy*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Dream Breaker,2931957300,"""6917529407009337884""",,Legendary,Fusion Rifle,moon,Energy,Solar,1310,,Stability,1,Vault,true,false,4,14,,67,43,65,46,0,0,43,0,37,6,25,620,0,0,,Adaptive Frame*,Chambered Compensator,Extended Barrel*,Accelerated Coils*,Liquid Coils,Lead from Gold*,Kickstart*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Threaded Needle,3075224551,"""6917529339790945033""",,Legendary,Linear Fusion Rifle,seasonpass,Power,Void,1300,,Reload Speed,10,Vault,true,false,4,13,,65,62,44,52,0,0,52,0,37,5,35,566,0,0,,Precision Frame*,Chambered Compensator,Hammer-Forged Rifling*,Accelerated Coils,Liquid Coils*,Field Prep*,Frenzy*,Bloody Tooth*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Whisper of the Worm,1891561814,"""6917529093152365676""",,Exotic,Sniper Rifle,,Power,Solar,1310,,Reload Speed,10,Vault,true,false,1,3,,94,39,100,86,0,0,42,72,69,3,31,0,0,0,,White Nail*,Polygonal Rifling*,Accurized Rounds*,Mulligan*,Fitted Stock*,Roar of the Wyrm*,Whisper Catalyst*,,,,,,,,,
Dead Man's Tale,3654674561,"""6917529368498208787""",,Exotic,Scout Rifle,dungeon,Kinetic,Kinetic,1310,,,10,Vault,true,false,4,13,,99,60,67,73,0,0,55,120,55,14,50,0,0,0,,Cranial Spike*,Chambered Compensator*,Accurized Rounds*,Vorpal Weapon*,Hand-Laid Stock*,Tracker Disabled,Kill Tracker*,Crucible Tracker,Dead Man's Tale Catalyst*,,,,,,,
Frozen Orbit,3473290087,"""6917529351883251815""",,Legendary,Sniper Rifle,crucible,Energy,Void,1308,,Reload Speed,2,Vault,true,false,4,13,,75,48,90,81,0,0,41,72,39,4,28,0,0,0,,Aggressive Frame*,Corkscrew Rifling,Smallbore*,Appended Mag*,Flared Magwell,Outlaw*,Vorpal Weapon*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Heritage,4248569242,"""6917529382674166918""",,Legendary,Shotgun,deepstonecrypt,Kinetic,Kinetic,1320,,Range,4,Vault,true,false,4,12,,60,68,70,88,0,0,44,65,60,7,68,0,0,0,,Precision Frame*,Fluted Barrel,Full Bore*,Tactical Mag*,Extended Mag,Reconstruction*,Recombination*,Boss Spec*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Blasphemer,2782847179,"""6917529415716416846""",,Legendary,Shotgun,moon,Kinetic,Kinetic,1310,,Reload Speed,3,Vault,true,false,4,13,,60,61,70,62,0,0,64,70,51,6,62,0,0,0,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Assault Mag*,Tactical Mag,Quickdraw*,Rampage*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Love and Death,3690523502,"""6917529405616738103""",,Legendary,Grenade Launcher,moon,Power,Solar,1310,,Blast Radius,1,Vault,true,false,4,14,,50,29,0,0,23,50,29,150,14,7,22,0,0,0,,Rapid-Fire Frame*,Volatile Launch*,Quick Launch,Augmented Drum*,Mini Frags,Surplus*,Unrelenting*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Trinary System,3258665412,"""6917529354082531548""",,Legendary,Fusion Rifle,drifter,Energy,Solar,1310,,"Charge Time, Impact",1,Vault,true,false,4,13,,85,54,64,45,0,0,49,0,45,6,50,616,0,0,,Adaptive Frame*,Arrowhead Brake*,Chambered Compensator,Accelerated Coils*,Particle Repeater,Grave Robber*,High-Impact Reserves*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Night Terror,3870811754,"""6917529405616737208""",,Legendary,Sword,moon,Power,Arc,1310,,Impact,3,Vault,true,false,4,14,,0,0,65,0,0,0,0,0,0,56,0,0,0,0,,Adaptive Frame*,Enduring Blade,Honed Edge,Jagged Edge*,Balanced Guard,Swordmaster's Guard*,Tireless Blade*,One for All*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Premonition,208088207,"""6917529343554824276""",,Legendary,Pulse Rifle,dungeon,Energy,Void,1300,,Range,1,Vault,false,false,4,13,,77,32,33,78,0,0,57,340,40,28,33,0,0,0,,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Ricochet Rounds*,Flared Magwell,Feeding Frenzy*,Quickdraw*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Crown-Splitter,2782325302,"""6917529390898105066""",,Legendary,Sword,legendaryengram,Power,Void,1310,,Impact,1,Vault,true,false,4,14,,0,0,76,0,0,0,0,0,0,42,0,0,0,0,,Aggressive Frame*,Honed Edge,Jagged Edge*,Tempered Edge,Heavy Guard*,Relentless Strikes*,Vorpal Weapon*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
High Albedo,1197486957,"""6917529210154294904""",,Legendary,Sidearm,europa,Kinetic,Kinetic,1310,,Handling,10,Vault,true,false,4,12,,99,71,80,47,0,0,77,491,46,30,65,0,0,0,,Adaptive Frame*,Hammer-Forged Rifling*,Smallbore,Tactical Mag*,Flared Magwell,Killing Wind*,Wellspring*,Bloody Tooth*,Minor Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Shadow Price (Adept),2147010335,"""6917529348839232718""",,Legendary,Auto Rifle,nightfall,Energy,Arc,1310,,Stability,4,Vault,true,false,4,13,,89,43,29,85,0,0,54,450,52,33,40,0,0,0,,Precision Frame*,Arrowhead Brake,Extended Barrel*,Accurized Rounds*,Steady Rounds,Surplus*,Dragonfly*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Divinity,4103414242,"""6917529110516366677""",,Exotic,Trace Rifle,garden,Energy,Arc,1320,,,,Vault,true,false,3,8,,100,100,6,70,0,0,100,1000,50,94,60,0,0,0,,Judgment*,Polygonal Rifling*,Particle Repeater*,Penance*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Sky/Perdition*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,
Night Watch,3504336176,"""6917529209277416811""",,Legendary,Scout Rifle,gambitprime,Kinetic,Kinetic,1247,,Handling,1,Vault,true,false,3,11,,57,69,60,48,0,0,46,200,44,19,74,0,0,0,,Lightweight Frame*,Corkscrew Rifling*,Extended Mag*,Overflow*,Explosive Payload*,Butterbark*,Boss Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Insomnia*,,,,
Outrageous Fortune,4146702548,"""6917529205644086290""",,Legendary,Grenade Launcher,strikes,Power,Solar,1310,,Reload Speed,10,Vault,true,false,3,11,,57,30,0,0,12,68,36,150,37,5,32,0,0,0,,Rapid-Fire Frame*,Confined Launch,Hard Launch*,Spike Grenades*,Sticky Grenades,Field Prep*,Rampage*,Carminica*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Temptation's Hook,35794111,"""6917529201912447311""",,Legendary,Sword,contact,Power,Arc,1100,,Impact,2,Vault,true,false,3,11,,0,0,51,0,0,0,0,0,0,51,0,0,0,0,,Caster Frame*,Honed Edge,Jagged Edge*,Tempered Edge,Burst Guard,Swordmaster's Guard*,Relentless Strikes*,Surrounded*,Vorpal Weapon,Boss Spec*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,
The Third Axiom,4156253727,"""6917529349151900046""",,Legendary,Pulse Rifle,strikes,Energy,Arc,1300,,Reload Speed,2,Vault,true,false,4,13,,100,66,29,59,0,0,60,390,53,36,61,0,0,0,,Adaptive Frame*,Arrowhead Brake*,Extended Barrel,High-Caliber Rounds*,Light Mag,Surplus*,Vorpal Weapon*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Fatebringer,2171478765,"""6917529389826295624""",,Legendary,Hand Cannon,vog,Kinetic,Kinetic,1310,,Reload Speed,5,Vault,false,false,4,14,,100,84,84,60,0,0,66,140,69,11,50,0,0,0,,Adaptive Frame*,Extended Barrel*,Fluted Barrel,Appended Mag,Flared Magwell*,Tunnel Vision*,Kill Clip*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
IKELOS_SG_v1.0.2,1096206669,"""6917529356087172802""",,Legendary,Shotgun,dungeon,Energy,Solar,1310,,Range,1,Vault,true,false,3,11,,69,72,65,57,0,0,45,140,65,7,50,0,0,0,,Rapid-Fire Frame*,Corkscrew Rifling,Smallbore*,Tactical Mag,Accurized Rounds*,Lead from Gold*,Rampage*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Bottom Dollar,1046651176,"""6917529353996523534""",,Legendary,Hand Cannon,drifter,Energy,Void,1310,,Stability,4,Vault,true,false,4,13,,85,66,92,86,0,0,30,120,32,9,33,0,0,0,,Aggressive Frame*,Full Bore*,Polygonal Rifling,Accurized Rounds*,Appended Mag,Subsistence*,Rampage*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
IKELOS_SG_v1.0.2,1096206669,"""6917529354131051280""",,Legendary,Shotgun,dungeon,Energy,Solar,1309,,Range,5,Vault,true,false,3,11,,79,72,65,45,0,0,48,140,65,8,45,0,0,0,,Rapid-Fire Frame*,Chambered Compensator*,Full Bore,Appended Mag*,Extended Mag,Feeding Frenzy*,Surrounded*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
